# ['lambda' 'chisq' 'I0' 'ih' 'ih2' 'ih3' 'growth' 'cutoff' 'start' 'endcor' 'w0' 'w1' 'w2' 'S0' 'S1' 'ncor']
   0.000   26.820    0.008    1.462    0.642    0.494    0.000    0.551   -0.840   -0.394   -0.006    0.592   -0.012   -0.002   -0.001   -0.111
   0.010   26.277    0.013    2.406   -0.195   -0.284    1.266    1.438   -0.699   -0.598    0.031    0.298    0.455   -0.101    0.162   -0.070
   0.100   27.020    0.008    1.537    0.556    0.444    0.000    0.424   -0.000   -0.255   -0.003    0.551    0.139   -0.085   -0.077    0.334
   1.000   28.501    0.006    1.113    0.119    0.090    0.000    0.210   -0.000    0.017    0.145    0.150    0.000    0.001   -0.009    0.035
  10.000   30.998    0.006    0.940    0.001    0.002    0.000    0.000   -0.001    0.000    0.178    0.002    0.000    0.000    0.002    0.002
