# ['lambda' 'chisq' 'I0' 'ih' 'ih2' 'ih3' 'growth' 'cutoff' 'start' 'endcor' 'w0' 'w1' 'w2' 'S0' 'S1' 'ncor']
   0.000  128.325    0.012    1.855    0.666   -0.664    0.124    0.181   -2.938   -0.075   -2.033    6.069   -4.881    0.057   -0.157    0.146
   0.010  128.328    0.012    1.836    0.685   -0.671    0.000    0.184   -0.391   -0.077   -2.006    5.976   -4.803    0.059   -0.159    0.145
   0.100  129.103    0.012    1.898    0.299   -0.402    0.000    0.180   -0.000   -0.074   -1.268    3.576   -2.903    0.060   -0.172    0.197
   1.000  137.972    0.010    1.450    0.299    0.127    0.000    0.243   -0.000   -0.112   -0.191    0.126   -0.320    0.031   -0.100    0.088
  10.000  145.398    0.008    1.104    0.078    0.045    0.000    0.170   -0.000   -0.058   -0.176   -0.018   -0.119   -0.009   -0.025    0.018
